Title,Acronym,DblpSeries,has CORE2010 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3
International Workshop on Foundations of Models and Languages for Data and Objects,FMLDO,N/A,C,"Data Format†, , ",Data Format†,,
International Workshop on Foundations of Object-Oriented Languages,FOOL,N/A,C,"Computer Software†, , ",Computer Software†,,
International Workshop on Functional and Constraint Logic Programming,WFLP,wflp,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on Genetic and Evolutionary Fuzzy Systems,GEFS,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on Global Optimization,GO,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on Graph-Theoretic Concepts in Computer Science,WG,wg,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on Group-Oriented Cryptographic Protocols,GOCP,N/A,C,"Data Format†, , ",Data Format†,,
International workshop on High-Level Parallel Programming and Applications,HLPP,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Workshop on High-Level Parallel Programming Models and Supportive Environments,HIPS,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
ACM International Conference on Interactive Surfaces and Spaces (was International Workshop on Horizontal Interactive Human-Computer Systems: Tabletop),ISS,tabletop,B,"Information Systems†, , ",Information Systems†,,
International Workshop on Hot topics in Peer-to-Peer Systems,HotP2P,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
"International Workshop on Human Aspects in Ambient Intelligence: Agent Technology, Human-Oriented Knowledge and Applications",HAI,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on Image Analysis and Information Fusion,IAIF,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Workshop on Incorporating COTS Software into Software Systems, Tools and Techniques",IWICSS,N/A,C,"Data Format†, , ",Data Format†,,
Information Hiding and Multimedia Security Workshop,IH&MMSec,ih,C,"Data Format†, , ",Data Format†,,
International Workshop on Information Security Applications,WISA,wisa,C,"Computer Software†, , ",Computer Software†,,
International Workshop on Intelligent Agents,IWIA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on Interactive Entertainment,IDET,N/A,C,"Information Systems†, , ",Information Systems†,,
International Workshop on Issues in the Theory of Security,WITS,N/A,C,"Computer Software†, , ",Computer Software†,,
International Workshop on Knowledge Discovery from Data Streams,IWKDDS,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on Logic and Complexity in Computer Science,LCCS,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on Metamodelling - Utilization in Software Engineering,MUSE,N/A,C,"Computer Software†, , ",Computer Software†,,
International Workshop on Middleware for Grid Computing,MGC,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Workshop on Mobile Commerce and Services,WMCS,N/A,C,"Information Systems†, , ",Information Systems†,,
International Workshop on Modelling and Visualization of XML and Semantic Web Data,MOVIX,N/A,C,"Data Format†, , ",Data Format†,,
International Workshop on Modelling in Software Engineering,MISE,N/A,C,"Computer Software†, , ",Computer Software†,,
"International Workshop on Modelling, Simulation, Verification and Validation of Enterprise Information Systems",MSVVEIS,N/A,C,"Information Systems†, , ",Information Systems†,,
International Workshop on MultiAgent Based Simulation,MABS,mabs,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Workshop on Multimedia Data Storage, Retrieval, Integration and Applications",MDSRIA,N/A,C,"Information Systems†, , ",Information Systems†,,
International Workshop on Multimedia Signal Processing,MMSP,mmsp,B,"Computer Hardware†, , ",Computer Hardware†,,
"International Workshop on Nonmonotonic Reasoning, Action and Change",NRAC,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Symposium on Parameterized and Exact Computation (was IWPEC pre 2004),IPEC,iwpec,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on Paraphrasing,IWP,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on Parsing Technologies,IWPT,N/A,C,"Computer Software†, , ",Computer Software†,,
International Workshop on Pattern Recognition in Information Systems,PRIS,N/A,C,"Information Systems†, , ",Information Systems†,,
International Workshop on Post-Quantum Cryptography,PQCrypto,pqcrypto,C,"Data Format†, , ",Data Format†,,
International Workshop on Quality of Information Systems,QOIS,N/A,C,"Information Systems†, , ",Information Systems†,,
International Workshop on Randomization and Computation,RANDOM,random,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on Realising Evidence-based Software Engineering,REBSE,N/A,C,"Computer Software†, , ",Computer Software†,,
International Workshop on Requirements Engineering Visualization,REV,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,refsq,B,"Computer Software†, , ",Computer Software†,,
International Workshop on Research Issues in Data Engineering,RIDE,N/A,B,"Data Format†, , ",Data Format†,,
International Workshop on Satellite and Space Communications,IWSSC,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
International Workshop on Schema Languages for XML,X-Schemas,N/A,C,"Computer Software†, , ",Computer Software†,,
International Workshop on Security,IWSEC,iwsec,B,"Computer Software†, , ",Computer Software†,,
International Workshop on Security in Information Systems,WOSIS,N/A,C,"Computer Software†, , ",Computer Software†,,
International Workshop on Security Protocols,IWSP,N/A,C,"Computer Software†, , ",Computer Software†,,
International Workshop on Soft Computing Applications,SOFA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on Software and Compilers for Embedded Systems,SCOPES,scopes,A,"Communications Technologies†, , ",Communications Technologies†,,
International Workshop on Software Engineering for High Performance Computing Applications,SE-HPC,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Workshop on Software Process Simulation and Modelling (now ICSP),PROSim,N/A,B,"Computer Software†, , ",Computer Software†,,
International Workshop on Software Product Management,IWSPM,N/A,C,"Computer Software†, , ",Computer Software†,,
International Workshop on Software Quality,WoSQ,N/A,C,"Data Format†, , ",Data Format†,,
International Workshop on Software Technology for Augmented Reality Systems,IWSTAR,N/A,C,"Information Systems†, , ",Information Systems†,,
International Workshop on Temporal Databases,TDB,N/A,C,"Data Format†, , ",Data Format†,,
International Workshop on the Algorithmic Foundations of Robotics,WAFR,wafr,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on the Sate of the Art in Cryptology and New Challenges Ahead,Quo Vadis Cryptology,N/A,C,"Data Format†, , ",Data Format†,,
International Workshop on the Web and Databases,WebDB,webdb,C,"Information Systems†, , ",Information Systems†,,
International Symposium on Ubiquitous Virtual Reality,ISUVR,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on Visualization for Cyber Security,VizSec,vizsec,C,"Computer Software†, , ",Computer Software†,,
International Workshop on Web and Wireless Geographical Information Systems,W2GIS,w2gis,C,"Geomatic Engineering †, , ",Geomatic Engineering †,,
International Workshop on Web Content Caching and Distribution,WCW,N/A,B,"Information Systems†, , ",Information Systems†,,
International Workshop on Web Information Systems Modelling,WISM,N/A,C,"Information Systems†, , ",Information Systems†,,
International Workshop on Wireless and Mobile Networks,WiMoNe,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
International Workshop Programming Multi-Agent Systems (merged into EMAS in 2013),PROMAS,N/A,B,"Data Format†, , ",Data Format†,,
International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,wetice,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshops on First-Order Theorem Proving,FTP,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International World Wide Web Conference,WWW,www,A,"Distributed Computing†, Information Systems†, ",Distributed Computing†,Information Systems†,
International XML Database Symposium,Xsym,N/A,C,"Data Format†, , ",Data Format†,,
Internationale Tagung Wirtschaftsinformatik,DITW,N/A,C,"Information Systems†, , ",Information Systems†,,
Internet Measurement Conference,IMC,imc,A,"Information Systems†, , ",Information Systems†,,
Internet Research,AOIR,N/A,C,"Information Systems†, , ",Information Systems†,,
Internet Society Conference,INET,N/A,C,"Information Systems†, , ",Information Systems†,,
Interoperating Geographic Information Systems,INTEROP,N/A,C,"Information Systems†, , ",Information Systems†,,
INTUITION International Conference,INTUITION,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
ISCA International Conference on Computer Applications in Industry and Engineering,CAINE,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
ISCA Tutorial and Research Workshop Automatic Speech Recognition,ASR,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Italian Conference on Theoretical Computer Science,ICTCS,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Italian Symposium on Advanced Database Systems,SEBD,N/A,C,"Data Format†, , ",Data Format†,,
Japan Conference on Computational Geometry and Graphs,JCCGG,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Japan Conference on Discrete and Computational Geometry,JCDCG,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Japan-China Joint Workshop on Frontier of Computer Science and Technology,FCST,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
Japanese-Hungarian Symposium on Discrete Mathematics and Its Applications,JH,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Japan-Korea Joint Workshop on Algorithms and Computations,WAAC,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Joint Australia and New Zealand Biennial Conference on Digital Image and Vision Computing,DIVC,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Joint Conference on Information Sciences,JCIS,N/A,C,"Information Systems†, , ",Information Systems†,,
Joint Conference on New Methods in Language Processing and Computational Natural Language Learning,NeMLaP,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Joint European Conference and Exhibition on Geographical Information Systems,JECGI,N/A,C,"Geomatic Engineering †, , ",Geomatic Engineering †,,
Joint European Networking Conference,JENC,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
Joint International Conference on CyberGames and Interactive Entertainment,CGIE,N/A,C,"Information Systems†, , ",Information Systems†,,
"Joint iTrust and PST Conferences on Privacy, Trust Management and Security",IFIP TM,N/A,C,"Computer Software†, , ",Computer Software†,,
Joint Modular Languages Conference,JMLC,N/A,B,"Computer Software†, , ",Computer Software†,,
Joint Working Conference on Secure Information Networks: Communications and Multimedia Security,CMS,N/A,C,"Computer Software†, , ",Computer Software†,,
Joint workshop on Multimodal Interaction and Related Machine Learning Algorithms (now ICMI-MLMI),MLMI,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Journal of Computing Science in Colleges (Conference proceedings),CCSC,N/A,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
KES International Symposium on Intelligent Decision Technologies,KES IDT,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"Knowledge Acquisition, Modelling and Management Workshop (No longer Exists)",KAW,N/A,C,"Information Systems†, , ",Information Systems†,,
Knowledge and Data Engineering Exchange Workshop,KDEX,N/A,C,"Data Format†, , ",Data Format†,,
Knowledge capture,K-CAP,kcap,A,"Data Format†, , ",Data Format†,,
Knowledge Discovery and Data Mining in Biological Databases Meeting,KDDMBD,N/A,C,"Data Format†, , ",Data Format†,,
Knowledge Domain Visualisation,KDViz,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Knowledge Representation Meets Databases,KRDB,N/A,C,"Data Format†, , ",Data Format†,,
Knowledge Visualization and Visual Thinking,KV,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Kyoto International Conference on Computational Geometry and Graph Theory,KyotoCGGT,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"Language Descriptions, Tools and Applications",LDTA,N/A,B,"Computer Software†, , ",Computer Software†,,
Latin American Conference on Informatics,CLEI,clei,C,"Information Systems†, , ",Information Systems†,,
Latin American Conference on Pattern Languages of Programming,SugarLoafPLoP,N/A,C,"Computer Software†, , ",Computer Software†,,
Latin American Web Congress,LA-WEB,N/A,C,"Information Systems†, , ",Information Systems†,,
"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,lagos,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Law via the Internet,LI,N/A,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
Lexical Semantics and Knowledge Representation,SIGLEX,N/A,C,"Data Format†, , ",Data Format†,,
Logic and Engineering of Natural Language Semantics,LENLS,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Logic Programming and Automated Reasoning,LPAR,lpar,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Logical Foundations of Computer Science,LFCS,lfcs,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"Logics in Artificial Intelligence, European Conference",JELIA,jelia,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Machine Translation Summit,MT SUMMIT,mtsummit,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Machine Vision Applications,MVA,mva,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
MACIS: International Conference of Mathematical Aspects of Computer and Information Sciences,MACIS,macis,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Management of Innovation and Technology International Conference,ICMIT,N/A,C,"Technology†, , ",Technology†,,
Massively Parallel Processing Using Optional Interconnections,MPPOI,N/A,B,"Distributed Computing†, , ",Distributed Computing†,,
Mathematical Methods in Computer Science,MMICS,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Mathematics of Program Construction,MPC,mpc,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Mechatronics and Machine Vision in Practice,M2VIP,N/A,B,"Manufacturing Engineering†, , ",Manufacturing Engineering†,,
Medical Image Computing and Computer-Assisted Intervention,MICCAI,miccai,A,"Artificial Intelligence and Image Processing†, Biomedical Engineering †, ",Artificial Intelligence and Image Processing†,Biomedical Engineering †,
Medicine Meets Virtual Reality,MMVR,N/A,B,"Artificial Intelligence and Image Processing†, Biomedical Engineering †, ",Artificial Intelligence and Image Processing†,Biomedical Engineering †,
Methods Effectives en Geometrie Algebrique,MEGA,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Mexican International Conference on Current Trends in Computer Science (was Mexican International Conference on Computer Science),ENC,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
"Mid-West Conference on Combinatorics, Cryptography, and Computing",MIGHTY,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Mining for Enhanced Web Search,MEWS,N/A,C,"Information Systems†, , ",Information Systems†,,
Mobile and Ubiquitous Multimedia (ACM),MUM,mum,B,"Design Practice and Management†, , ",Design Practice and Management†,,
Mobile Media,MMC,N/A,B,"Design Practice and Management†, , ",Design Practice and Management†,,
Mobility in Databases and Distributed Systems,MDDS,N/A,C,"Data Format†, , ",Data Format†,,
Modelling and Optimization: Theory and Applications,MOPTA,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Modern Asian Architecture Network conferences,mAAN,N/A,C,"Architecture†, , ",Architecture†,,
MSRI Combinatorial Game Theory Research Workshop,GameTheory,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"Multimedia Content Access: Algorithms and Systems (was Multimedia Content Analysis, Management and Retrieval)",MCA:AS,N/A,C,"Information Systems†, , ",Information Systems†,,
NAISO Congress on Autonomous Intelligent Systems,NAISO,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
NASA LaRC Formal Methods Workshop,LARC,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
National Advisory Committee on Computing Qualifications,NACCQ,N/A,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
National Conference Communications,NCC,N/A,C,"Computer Hardware†, , ",Computer Hardware†,,
National Conference of the American Association for Artificial Intelligence,AAAI,aaai,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
National Conference on Computer and Information Systems,NCCIS,N/A,C,"Information Systems†, , ",Information Systems†,,
National Database Conference (China),NDB,N/A,C,"Data Format†, , ",Data Format†,,
National Information Systems Security Conference (was National Computer Security Conference),NISSC,N/A,C,"Computer Software†, , ",Computer Software†,,
National Science Foundation symposium on Next Generation Data Mining and Cyber Enabled Discovery for Innovation (was.NSF workshop on Next Generation Data Mining),NGDM,N/A,C,"Data Format†, , ",Data Format†,,
NATO Conference on software engineering,NATOSE,N/A,C,"Computer Software†, , ",Computer Software†,,
Natural Language Processing and Knowledge Engineering,IEEE NLP-KE,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Network and Operating System Support for Digital Audio and Video,NOSSDAV,nossdav,A,"Information Systems†, , ",Information Systems†,,
Network for Comfort and Energy Use in Buildings Windsor Conference,Windsor,N/A,A,"Building†, , ",Building†,,
Networked Group Communication,NGC,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
New Security Paradigms Workshop,NSPW,nspw,C,"Data Format†, , ",Data Format†,,
New Zealand Game Developers Conference,NZGDC,N/A,C,"Information Systems†, , ",Information Systems†,,
Nordic Conference on Pattern Languages of Programs,VikingPLoP,N/A,C,"Computer Software†, , ",Computer Software†,,
Nordic Design Research Conference,NORDES,N/A,B,"Design Practice and Management†, , ",Design Practice and Management†,,
Nordic Workshop on Secure IT Systems,NordSec,N/A,C,"Computer Software†, , ",Computer Software†,,
North American Association for Computational Linguistics,NAACL,naacl,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
North American Conference on Logic Programming,NACLP,N/A,C,"Computer Software†, , ",Computer Software†,,
North American Fuzzy Information Processing Society Conference,NAFIPS,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Norwegian Computer Human Interaction,NORDCHI,N/A,C,"Information Systems†, , ",Information Systems†,,
Numerical Models in Geomechanics,NUMOG,N/A,A,"Civil Engineering†, , ",Civil Engineering†,,
"International Symposium on New Ideas, New Paradigms, and Reflections on Programming and Software",Onward,onward,C,"Computer Software†, , ",Computer Software†,,
Optimal Discrete Structures and Algorithms,ODSA,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Optimization: Techniques And Applications,OTA,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Organisations and Society in Information Systems Workshop,OASIS,N/A,C,"Information Systems†, , ",Information Systems†,,
Pacific Asia Conference on Information Systems,PACIS,N/A,A,"Information Systems†, , ",Information Systems†,,
"Pacific Asia Conference on Language, Information and Computation",PACLIC,paclic,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific Asian Conference on Expert Systems,PACES,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific Conference on Computer Graphics and Applications,PG,pg,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific Rim International Conference on Artificial Intelligence,PRICAI,pricai,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific Rim International Symposium on Dependable Computing,PRDC,prdc,B,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Principles of Practice in Multi-Agent Systems (prior to 2009 was Pacific Rim International Workshop on Multi-Agents),PRIMA,prima,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific Rim Knowledge Acquisition Workshop,PKAW,pkaw,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Pacific Rim Real Estate Conference,PPRES,N/A,A,"Building†, , ",Building†,,
Pacific Symposium on Biocomputing,PSB,psb,C,"Computer Software†, , ",Computer Software†,,
Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,pakdd,A,"Data Format†, , ",Data Format†,,
Pacific-Asia Workshop on Electronic Commerce,PAWEC,N/A,C,"Information Systems†, , ",Information Systems†,,
Pacific-Rim Conference on Multimedia,PCM,pcm,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific-Rim Symposium on Image and Video Technology,PSIVT,psivt,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pan Pacific Conference on Information Systems,PPCIS,N/A,C,"Information Systems†, , ",Information Systems†,,
Pan-Sydney Area Workshop on Visual Information Processing,VIP,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Parallel and Distributed Information Systems,PDIS,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
Parallel Computing,PARCO,parco,C,"Distributed Computing†, , ",Distributed Computing†,,
Parallel Computing with FPGAs,ParaFPGA,N/A,C,"Civil Engineering†, , ",Civil Engineering†,,
Parallel Problem Solving from Nature,PPSN,ppsn,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Participatory Design Conference,PDC,pdc,B,"Information Systems†, Design Practice and Management†, ",Information Systems†,Design Practice and Management†,
Passive and Active Measurement Conference,PAM,pam,B,"Information Systems†, , ",Information Systems†,,
Passive and Low Energy Architecture (PLEA) Annual International Conference,PLEA,N/A,A,"Architecture†, , ",Architecture†,,
Pattern Languages of Programs,PLOP,N/A,B,"Computer Software†, , ",Computer Software†,,
Portland International Center for Management of Engineering and Technology Conference,PICMET,N/A,A,"Building†, , ",Building†,,
Portuguese Conference on Artificial Intelligence,EPIA,epia,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Postgraduate Researchers of the Built and Natural Environment Conference,PRoBE,N/A,C,"Building†, , ",Building†,,
Practical Application of Intelligent Agents and Multi-Agent Technology Conference,PAAM,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Practical Aspects of Declarative Languages,PADL,padl,B,"Computer Software†, , ",Computer Software†,,
Practical Aspects of PROLOG/Constraint Technology,PAP/PACT,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Practice and Theory of Automated Timetabling,PATAT,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Practices of Linking Aspect Technology and Evolution,PLATE,N/A,C,"Computer Software†, , ",Computer Software†,,
Prague Stringology Conference,PSC,stringology,C,"Computer Software†, , ",Computer Software†,,
Principles and Practice of Parallel Programming,PPoPP,ppopp,A,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Managed Programming Languages and Runtimes (was ManLang and previously Principles and Practice of Programming in Java: PPPJ),MPLR,pppj,C,"Computer Software†, , ",Computer Software†,,
Privacy in Statistical Databases,PSD,psd,C,"Data Format†, , ",Data Format†,,
"Processing Declarative Knowledge, International Workshop",PDK,N/A,C,"Computer Software†, , ",Computer Software†,,
Product Focused Software Process Improvement,PROFES,profes,B,"Computer Software†, , ",Computer Software†,,
Program Visualization Workshop,PVW,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Programming Language Techniques for XML,PLAN-X,N/A,C,"Computer Software†, , ",Computer Software†,,
Project Management conference,PMOZ,N/A,B,"Building†, , ",Building†,,
Quantity Surveying International Convention,QSIC,N/A,C,"Building†, , ",Building†,,
Real Time Systems Symposium,RTSS,rtss,A,"Computer Hardware†, , ",Computer Hardware†,,
"Reflection, AOP and Meta-Data for Software Evolution",RAM-SE,N/A,C,"Computer Software†, , ",Computer Software†,,
Relationships and Associations in Object-Oriented Languages,RAOOL,N/A,C,"Computer Software†, , ",Computer Software†,,
Research in Engineering Education Symposium,REES,N/A,A,"Engineering†, , ",Engineering†,,
Richard Tapia Celebration of Diversity in Computing Conference,Tapia,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
RICS conference,COBRA,N/A,A,"Building†, , ",Building†,,
Robot Soccer World Cup,RoboCup,robocup,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Robotics: Science and Systems,RSS,rss,A,"Manufacturing Engineering†, , ",Manufacturing Engineering†,,
Cryptographers Track at RSA Conference,CT-RSA,ctrsa,B,"Data Format†, , ",Data Format†,,
Scandinavian Conference on Artificial Intelligence,SCAI,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Scandinavian Workshop on Algorithm Theory,SWAT,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Scottish Functional Programming Workshop,SFP,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
SEA - Conference on Sustainable Building South-East Asia (CIB Co-Sponsored),SBSEA,N/A,C,"Building†, , ",Building†,,
"Search: Workshop on Search, Sorting and Coding",Search,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Semantic Web Visualisation,VSW,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Sensor Networks,Sensor Networks,N/A,C,"Computer Hardware†, , ",Computer Hardware†,,
Service Oriented Computing: Consequences for Engineering Requirements,SOCCER,N/A,C,"Computer Software†, , ",Computer Software†,,
SGAI International Conference on Artificial Intelligence,SGAI,sgai,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
SIAM Conference on Discrete Mathematics,DM,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
SIAM Conference on Geometric Design,GeoD,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
SIAM Conference on Optimization,OP,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
SIAM International Conference on Data Mining,SDM,sdm,A,"Data Format†, , ",Data Format†,,
"SIAM Workshop on Algorithms for Listing, Counting, and Enumeration",ALICE,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Annual Meeting of the Special Interest Group on Discourse and Dialog,SIGdial,sigdial,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
SIGGRAPH/EUROGRAPHICS Conference On Graphics Hardware,HWWS,N/A,C,"Civil Engineering†, , ",Civil Engineering†,,
SIGIR workshop: Stylistic Analysis of Text For Information Access,Style,N/A,C,"Information Systems†, , ",Information Systems†,,
SIGOPT - International Conference on Optimization,ICO,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Simulation Technology and Training Conference,SimTecT,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Singapore International Conference on Intelligent Systems,SPICIS,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
SKLOIS Conference on Information Security and Cryptology,Inscrypt,cisc,B,"Data Format†, , ",Data Format†,,
Smart Card Research and Advanced Application Conference,CARDIS,cardis,B,"Communications Technologies†, , ",Communications Technologies†,,
"Society of Architectural Historians, Australia and New Zealand (SAHANZ) Annual Conference",SAHANZ,N/A,A,"Architecture†, Urban and Regional Planning†, ",Architecture†,Urban and Regional Planning†,
